Multilingual,lg family,family code ,Language (group),alternate lg (group),language code,Language (based on native name),dialect code,ISO 3 Letter country code,OfficialVillageName,MajorCity,PopulationNumber,village (RB),village (DNAFLA),village (SIL),village (map),Transcribed Village Name,N Lat,W Lon,NFr,WFr,Nmn60,Wmn60,NMinFr,WMinFr,Ndg,Wdg,N Lat_2,W Lon_2,N SIL,W SIL,N Lat source,WLon source,N Lat map,WLon map,N Lat us,W Long us,sourceOfCoordinates,name of map,lg comment,industries,weekly market,surnames,social info,Image,ImageDescription,Audio,AudioTranscription,Video,VideoTranscription
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Lougourougoumbo,,,,,,Lougourougoumbo,lúgùrù-gùmmɔ́,14.407,-3.453,0.748,0.32,24.0,27.0,24.748,27.320,14,03,14 24.748,03 27.320,,,,,,,14 24.748,03 27.320,Dogon project,Bandiagara,,,,Nantoumbe,"village on plateau overlooking river that flows down to Bandiagara, on road Sangha to Bandiagara; farming and herding; extensive gardening (onion, tobacco, mango)",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Pelou,,,,Pelou,,Pelou,pɛ̀:lú,14.337,-3.439,0.39,0.662,20.0,26.0,20.390,26.662,14,03,14 20.390,03 26.662,,,,,14 21,03 27,14 20.390,03 26.662,Dogon project,Bandiagara,,,,Tembély,"village on elevation in rocky plateau; farming and herding, dam, gardening; school; settled from Kamba-Sende",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Pouralgu,,,,,,Pouralgu,púrɔ̀lù,14.384,-3.542,0.11,0.961,23.0,32.0,23.110,32.961,14,03,14 23.110,03 32.961,,,,,14 23,03 33,14 23.110,03 32.961,Dogon project,Bandiagara,,,,"Nantoumbe, Djiguiba, Sagara","village on rocky plateau; farming and herding, dam, gardening; settled from Kamba-Diguiri",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Saréma,,,,,,Saréma,sàrémmà,14.416,-3.421,,0.5,25.0,25.0,25,25.5,14,03,14 25,03 25.5,,,,,14 25,03 25.5,,,map,Bandiagara,,,,,,,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Sassadi,,,,,,Sassari,sàsàrí,14.306,-3.567,0.656,0.13,18.0,34.0,18.656,34.130,14,03,14 18.656,03 34.130,,,,,14 18,03 34,14 18.656,03 34.130,Dogon project,Bandiagara,,,,"Djiguiba,Tebsougué [tèbsúgè]","village in plateau; farming and herding, dams, gardening",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Sassambourou,,,,Sassambourou,,Sassambourou,sàmbúrù,14.3,-3.485,0.073,0.198,18.0,29.0,18.073,29.198,14,03,14 18.073,03 29.198,,,,,14 18,03 29,14 18.073,03 29.198,Dogon project,Bandiagara,,,,"Yebedie, Kassogue",village on plateau; gardens (onions),,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Sibi-Sibi,,,,,,Sibi-Sibi,síbì-sìbì,14.325,-3.553,0.869,0.32,19.0,33.0,19.869,33.320,14,03,14 19.869,03 33.320,,,,,,,14 19.869,03 33.320,Dogon project,Bandiagara,,,,"Djiguiba, Karambe","village on plateau; extensive gardens (onion, some chili pepper)",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Sinde,,,,,,Sinndé,séndè,14.42,-3.417,0.433,0.13,25.0,25.0,25.433,25.130,14,03,14 25.433,03 25.130,,,,,,,14 25.433,03 25.130,Dogon project,Bandiagara,,,,Ouologuem,"village on plateau, on road Sangha to Bandiagara; farming and herding; gardening (onion, tobacco, mango); zaban fruits collected from shrubs (Saba senegalensis) among boulders",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Sinkarma,,,,,,Sinnkarma,sìŋkánùmɔ̀,14.373,-3.568,0.637,0.179,22.0,34.0,22.637,34.179,14,03,14 22.637,03 34.179,,,,,,,14 22.637,03 34.179,Dogon project,Bandiagara,,,,Ouologuem,"village on plateau overlooking river that flows to Bandiagara, on road Sangha to Bandiagara; gardens (onion, tobacco)",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Sokolo,,,,,,Sokolo,sɔ́gɔ̀lɔ̀,14.321,-3.57,0.519,0.335,19.0,34.0,19.519,34.335,14,03,14 19.519,03 34.335,,,,,14 19,03 34.,14 19.519,03 34.335,Dogon project,Bandiagara,,,,"Karambé, Yébédié","village in plateau; farming and herding, dams, gardening; settled from Yabso (abandoned, near Tonghon)",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Soroli,,,,Soroli,,Soroli,sóllù,14.436,-3.485,0.296,0.216,26.0,29.0,26.296,29.216,14,03,14 26.296,03 29.216,,,,,14 27,03 29,14 26.296,03 29.216,Dogon project,Bandiagara,,,,"Guindo, Tapily, Kélépily, Kassogué",village on rocky plateau; farming and herding,,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Tabagolo,,,,,,,tàbágòlò,14.372,-3.655,0.6,0.57,22.0,39.0,22.600,39.570,14,03,14 22.600,03 39.570,,,,,,,14 22.600,03 39.570,Dogon project,Bandiagara (not shown),,,,"Yebedie [yebeje], Togo, Nantoumbe, Kassogou, Kene, Guindo",village in low plateau; Yebedie hold the chiefhood; farming and herding,,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Tegourou,,,,,,Tégourou,"tégùrù, tébgùrù",14.259,-3.606,0.968,0.651,15.0,36.0,15.968,36.651,14,03,14 15.968,03 36.651,,,,,14 15.,03 36,14 15.968,03 36.651,Dogon project,Bandiagara,,,,"Djiguiba, Karambe, Banou, Ouologuem, Kassogue, Tembely, Ouologuem, Nantoummé, Yebedié","village in plateau; school; farming and herding, gardens; settled from Kany-Bonzon",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Tongnon,,,,,,Tonniomé,tɔ́ɲɔ̀ŋ,14.358,-3.567,0.852,0.04,21.0,34.0,21.852,34.040,14,03,14 21.852,03 34.040,,,,,14 21.5,03 34,14 21.852,03 34.040,Dogon project,Bandiagara,,,,"Kassogue, Nantoumbe",village on plateau on south side of river flowing to Bandiagara; farming and herding; gardening,,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Wede,,,,,,Védié,wédè,14.356,-3.473,0.61,0.64,21.0,28.0,21.610,28.640,14,03,14 21.610,03 28.640,,,,,14 22,03 28.,14 21.610,03 28.640,map,Bandiagara,,,,Djiguiba,village in plateau; farming and herding,,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Wendegele,,,,,,Venndéguélé,wèndègélè,14.359,-3.368,0.92,0.162,21.0,22.0,21.92,22.162,14,03,14 21.92,03 22.162,,,,,,,14 21.92,03 22.162,Dogon project,Bandiagara,,,,Kelepili,village in rocky plateau; farming and herding,,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,"Wolo-wolo, Ouolo-Ouolo",,,,,,Wolo-wolo,wɔ̀lɔ̀-wɔ́lɔ̀,14.334,-3.508,0.144,0.858,20.0,30.0,20.144,30.858,14,03,14 20.144,03 30.858,,,,,14 20,03 31,14 20.144,03 30.858,Dogon project,Bandiagara,,,,Djiguiba,"village on flat rocky area on plateau; farming and herding, dam, gardening; settled from Saréma (near Kamba)",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Yame,,,,,,Yamé,yámè,14.339,-3.488,0.583,0.482,20.0,29.0,20.583,29.482,14,03,14 20.583,03 29.482,,,,,14 20.,03 29.,14 20.583,03 29.482,Dogon project,Bandiagara,,,,Djiguiba,"villageon elevation in rocky plateau; farming and herding, dam, gardening; settled from Gondodié",,,,,,
,Dogon,,Donno So,,dds,"Donno So, Kamma So",,MLI,Yelema,,,,,,,gìnɛ̀-yàlèmɔ́,14.417,-3.452,0.084,0.258,25.0,27.0,25.084,27.258,14,03,14 25.084,03 27.258,,,,,,,14 25.084,03 27.258,Dogon project,Bandiagara (not shown),,,,Djiguiba,"small village on rocky elevation across the road from Lougourougoumbou; farming and herding; extensive gardening (onion, tobacco)",,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Bissongo,,,,,,Bissongo,bìⁿsúŋɔ̀,14.467,-3.393,0.087,0.993,28.0,23.0,28.087,23.993,14,03,14 28.087,03 23.993,,,,,,,14 28.087,03 23.993,Dogon project,Bandiagara,,,,Kassogué,village on plateau,,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Boundou,,,,,,Boundou,bùndú,14.47,-3.384,0.337,0.124,28.0,23.0,28.337,23.124,14,03,14 28.337,03 23.124,,,,,,,14 28.337,03 23.124,Dogon project,Bandiagara,,,,Kassogué,"village on plateau, adjacent to Tabitongo",,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Dologou,,,,,,Dologou,dɔ̀lɔ̀gú,14.469,-3.406,0.331,0.686,28.0,24.0,28.331,24.686,14,03,14 28.331,03 24.686,,,,,,,14 28.331,03 24.686,Dogon project,Bandiagara,,,,Kassogué,"village on plateau, chef-lieu of secteur of Mentely; school; gardens",,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Donno-Mentely,,,,,,(none,dónnò,14.47,-3.406,0.421,0.604,28.0,24.0,28.421,24.604,14,03,14 28.421,03 24.604,,,,,,,14 28.421,03 24.604,Dogon project,Bandiagara (not shown),,,,Kassogué,village on plateau near Dologou,,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Gondodié,,,,,,Gondodié,gɔ́ndɔ̀,14.456,-3.402,0.613,0.297,27.0,24.0,27.613,24.297,14,03,14 27.613,03 24.297,,,,,,,14 27.613,03 24.297,Dogon project,Bandiagara,,,market every 5 days,Kassogué,"village on plateau, dam and gardens (onion, tabacco)",,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Kédiély,,,,,,(none),kèjélù,14.469,-3.408,0.288,0.873,28.0,24.0,28.288,24.873,14,03,14 28.288,03 24.873,,,,,,,14 28.288,03 24.873,Dogon project,Bandiagara (not shown),,,,"Yanogué, Babadji, Napo, all leatherworks","village on plateau, predominantly leatherworker caste (cordonniers)",,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Kondoli,,,,,,Kondoi,kɔ̀ŋúlù,14.459,-3.384,0.921,0.155,27.0,23.0,27.921,23.155,14,03,14 27.921,03 23.155,,,,,,,14 27.921,03 23.155,Dogon project,Bandiagara,,,,Kassogué,village on plateau,,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Moé,,,,,,Moé,mɔ̂:,,,,,,,,,,,,,,,,,,,,,,Bandiagara,,,,,"cluster of two villages (upper and lower), school in between",,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Moé (Lower),,,,,,(none),mɔ̀:-jóy,14.475,-3.419,0.906,0.272,28.0,25.0,28.906,25.272,14,03,14 28.906,03 25.272,,,,,,,14 28.906,03 25.272,Dogon project,Bandiagara (not shown),,,,Kassogué,village on plateau,,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Moé (Upper),,,,,,(none),mɔ̀:-dá:,14.484,-3.417,0.139,0.107,29.0,25.0,29.139,25.107,14,03,14 29.139,03 25.107,,,,,,,14 29.139,03 25.107,Dogon project,Bandiagara (not shown),,leatherworkers,,"Kassogué, Fofana (Dogon), Babadji (leatherworkers)",village on plateau,,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Molou,,,,,,Molou,mɔ́:lù,14.458,-3.438,0.866,0.538,27.0,26.0,27.866,26.538,14,03,14 27.866,03 26.538,,,,,,,14 27.866,03 26.538,Dogon project,Bandiagara,,,,Kassogué,village on plateau; school,,,,,,
,Dogon,,Donno So,,dds,Mendely So,,MLI,Tabitonga,,,,,,Tabitonga,tàbìtɔ́ŋgɔ̀,14.47,-3.384,0.395,0.072,28.0,23.0,28.395,23.072,14,03,14 28.395,03 23.072,,,,,,,14 28.395,03 23.072,Dogon project,Bandiagara,,,,"Kassogué, Yébéizé",village on plateau; school,,,,,,
,Dogon,,Donno So,,,Mentely-So,,MLI,Dologou,,,,,,Dolagou,dɔ̀lɔ̀gú,14.469,-3.407,0.263,0.789,28.0,24.0,28.263,24.789,14,03,14 28.263,03 24.789,,,,,,,14 28.263,03 24.789,Dogon project,Bandiagara,,,,,village on stony section of plateau,,,,,,
,Dogon,,Jamsay,,djm,Amba Tey,,MLI,Amba,,,,,,Amba,à:mbá,14.788,-2.971,0.5,0.5,47.0,58.0,47.5,58.5,14,02,14 47.5,02 58.5,,,,,14 47.5,02 58.5,,,map,Douentza,,,,,,distinct from another Amba (Fulbe) on the highway,,,,,
,Dogon,,Jamsay,,djm,Gourou,,MLI,Kiri,,,,,,Kiri,,13.966,-3.016,,,58.0,1.0,58,01,13,03,13 58,03 01,,,,,13 58,03 01,,,map,Tougan,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Gourou,,MLI,Nyini,,,,,,,ɲìní,14.009,-3.136,0.991,0.326,,8.0,00.991,08.326,14,03,14 00.991,03 08.326,,,,,,,14 00.991,03 08.326,Dogon project,Bandiagara (not shown),"mostly Gourou but some Tengou Kan (Guindo surname), also some Mossi speaking blacksmiths",,,,"village in plains; surnames Niangali, Dama, Djimde, and Bamadio (all Gourou), plus Guindo (Tengou Kan) and Sangaraba (Mossi blacksmiths); farming and herding",,,,,,
,Dogon,,Jamsay,,djm,Gourou,,MLI,Orodourou,,,,,,Ourodourou,òròdúrú,13.966,-3.083,,,58.0,5.0,58,05,13,03,13 58,03 05,,,,,13 58,03 05,,,map,Bandiagara (not shown),"majority Gourou but also some Togo Kan (Togo surname), Worou Kan (Poudiougo)",,"Sunday, local",,"village in plains; surnames Djimde and Niangali (both Gourou), Togo, Poudiogou; farming and herding",,,,,,
,Dogon,,Jamsay,,djm,Gourou,,MLI,Pene,,,,,,Péné,pê:n,14.15,-3.133,,,9.0,8.0,09,08,14,03,14 09,03 08,,,,,14 09,03 08,,,map,Bandiagara,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Gourou,,MLI,Pongoro,,,,,,Ponhnon,pɔ̀ŋɔ̀rⁿɔ́,13.916,-3.033,,,55.0,2.0,55,02,13,03,13 55,03 02,,,,,13 55,03 02,,,map,Tougan,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Gourou,,MLI,Tagousouwo,,,,,,,tàgú-sùwⁿɔ̀,13.966,-3.075,0.028,0.878,58.0,4.0,58.028,04.878,13,03,13 58.028,03 04.878,,,,,,,13 58.028,03 04.878,Dogon project,Tougan (not shown),"Gourou, also some Togo Kan and Guiwri Kan",,,,"village in plains; surnames Djimde (majority), Togo, Sagara",,,,,,
,Dogon,,Jamsay,,djm,Gourou,,MLI,Yadianga (Gourou),,,,,,Yadianga,"yɛ̀jàŋá, gùrù-yɛ̀jàŋá",14.069,-3.187,0.268,0.46,4.0,11.0,04.268,11.460,14,03,14 04.268,03 11.460,,,,,14 04,03 11,14 04.268,03 11.460,Dogon project,Bandiagara,mostly Gourou but some Guiwri Kan and Tengou Kan,,"Thursday evening, small",,"village in plains; surnames Dama, Niangali [ɲáŋálí], Djimde, and Bamadio (all Gourou), also some Sagara (Guiwri Kan) and Guindo (Tengou Kan); farming and herding",,,,,,
,Dogon,,Jamsay,,djm,Gourou (etc.),,MLI,Koro,,,,,,Koro,kɔ́rɔ́,14.058,-3.24,0.804,0.738,3.0,14.0,03.804,14.738,14,03,14 03.804,03 14.738,,,,,14 04,03 04,14 03.804,03 14.738,map,Bandiagara,,,"Saturday, major regional market",,"large town and administrative center, mixed Dogon including Gourou, some Burkinabé",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Akongoro Buro,,,,,,,àkɔ̀ŋɔ̀rⁿɔ́ búrò,14.639,-2.001,0.572,0.182,38.0,,38.572,00.182,14,02,14 38.572,02 00.182,,,,,,,14 38.572,02 00.182,Dogon project,Douentza (not shown),,,,,small hamlet of Mondoro,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Anakedie,,,,,,Anakadié,àná-jè:jěy,14.452,-3.07,0.233,0.337,27.0,4.0,27.233,04.337,14,03,14 27.233,03 04.337,,,,,,,14 27.233,03 04.337,Dogon project,Bandiagara,,,,,"village on plains; surnames Dara, Doumbo",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Anakila,,,,,,Anakila,àrⁿàkírɛ̀,14.57,-3.067,0.404,0.047,34.0,4.0,34.404,04.047,14,03,14 34.404,03 04.047,,,,,14 34,03 04,14 34.404,03 04.047,Dogon project,Bandiagara,,,,,"village in plains; surnames Guindo, Douyon, Doumbo; farming and herding; gardens; well-known for manufacture of jujube cakes",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Aouguine,,,,,,Aouguiné,"àwgìnéy, àlàké:rú",14.758,-3.018,0.878,0.2,45.0,1.0,45.878,01.200,14,03,14 45.878,03 01.200,,,,,14 46,03 00,14 45.878,03 01.200,Dogon project,Bandiagara,Jamsay dialect,,,,"village on plain, old village above in hill (two families left there) called ònùrⁿú; surname Guindo; farming and herding; no gardening; village totems crocodile and one-testicled animals; annual ritual with sacrifice to totem; marriage with Temde village; Muslim, Christian, animist; weaving; healing (mental illness)",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba (Jamsay),,,,,,Bamba,bàmá,,,,,,,,,,,,,,,,,,,,,,Bandiagara,,,,,overall name for a large cluster of villages at the base of the mountain; not to be confused with the Songhay town on the Niger R. of the same name,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba-Bantougou,,,,,,,bàtúgù,14.639,-3.092,0.629,0.904,38.0,5.0,38.629,05.904,14,03,14 38.629,03 05.904,,,,,,,14 38.629,03 05.904,Dogon project,,,,,,"village at base of hill, part of ""Bamba"" cluster; surname Guindo",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba-Belma,,,,,,,bèrⁿùwⁿú,14.64,-3.102,0.68,0.279,38.0,6.0,38.680,06.279,14,03,14 38.680,03 06.279,,,,,,,14 38.680,03 06.279,Dogon project,,,,,,"village at base of hill, part of ""Bamba"" cluster; surname Guindo; large pond, mangoes",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba-Deguere,,,,,,Déguéré,dégérè,14.641,-3.104,0.788,0.456,38.0,6.0,38.788,06.456,14,03,14 38.788,03 06.456,,,,,14 38,03 06,14 38.788,03 06.456,Dogon project,Bandiagara,,,"Saturday, regional",,"village on lower slope and at base of mountain, part of ""Bamba"" cluster; school; ponds, mangoes;surname Guindo",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba-Irekanda,,,,,,,ìrè-kàndá,14.65,-3.085,0.055,0.239,39.0,5.0,39.055,05.239,14,03,14 39.055,03 05.239,,,,,,,14 39.055,03 05.239,Dogon project,Bandiagara,,,,,"village at base of hill, part of ""Bamba"" village cluster; surname Guindo; school",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba-Koudianga,,,,,,Koudianga,"kùnjàŋá, bàmà-kùnjàŋá",14.641,-3.087,0.825,0.381,38.0,5.0,38.825,05.381,14,03,14 38.825,03 05.381,,,,,,,14 38.825,03 05.381,Dogon project,Bandiagara,,,,,"village at base of hill, part of ""Bamba"" village cluster; surname Guindo; school",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba-Siguire,,,,,,,sìgírè,14.64,-3.088,0.721,0.498,38.0,5.0,38.721,05.498,14,03,14 38.721,03 05.498,,,,,,,14 38.721,03 05.498,Dogon project,Bandiagara (not shown),,,,,"village at base of hill, part of ""Bamba"" cluster; surname Guindo",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bamba-Togo,,,,,,,tò:gó,14.639,-3.101,0.628,0.149,38.0,6.0,38.628,06.149,14,03,14 38.628,03 06.149,,,,,,,14 38.628,03 06.149,Dogon project,Bandiagara (not shown),,,,,"village at base of hill, part of ""Bamba"" cluster; surname Guindo",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Banai,,,,,,,bànǎyⁿ,15.002,-1.841,0.292,0.781,,50.0,00.292,50.781,15,01,15 00.292,01 50.781,,,,,,,15 00.292,01 50.781,Dogon project,Hombori (not shown),,,,; surname Ongoiba,"village; there is another village of the same name (see ""Bania"")",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bangadie,,,,,,Bangadié,báŋgá:jì,14.586,-2.105,0.339,0.542,35.0,6.0,35.339,06.542,14,02,14 35.339,02 06.542,,,,,,,14 35.339,02 06.542,Dogon project,Douentza,,,,,village; surname Goro,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Bania,,,,,,Bania,bànǎyⁿ,14.609,-1.867,0.992,0.045,36.0,52.0,36.992,52.045,14,01,14 36.992,01 52.045,,,,,,,14 36.992,01 52.045,Dogon project,Djibo,,,Thursday,,village; surname Ongoiba; same native name as another Jamsay village,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Boumbam,,,,,,Boumban,búmbâm,15.076,-2.633,0.971,0.017,4.0,38.0,04.971,38.017,15,02,15 04.971,02 38.017,,,,,15 05,02 38,15 04.971,02 38.017,Dogon project,Bambara Maoudé,,,,surname Ongoiba; ,village in plains; some blacksmiths (surname Maiga),,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Boumboum,,,,,,Boumboum,búmbùm,15.016,-1.721,0.026,0.476,1.0,43.0,01.026,43.476,15,01,15 01.026,01 43.476,,,,,,,15 01.026,01 43.476,Dogon project,Hombori,,,,; surname Ongoiba,village,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Boussouma,,,,,,Boussouma,"bùsúmɔ̀ (Jamsay), busumo (Fulfulde)",15.109,-2.589,0.96,0.665,6.0,35.0,06.960,35.665,15,02,15 06.960,02 35.665,,,,,15 06,02 36,15 06.960,02 35.665,Dogon project,Bambara Maoudé,mixed Jamsay (Dogon) and Fulfulde,,,"Ongoiba (Jamsay), Diallo (Fulbe)",village at base of mountain; Jamsay (Ongoiba) and Fulbe (Diallo); extensive ponds (including bulrush stands) and gardens,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Daidourou,,,,,,Daidourou,,2.416,-2.7,,,25.0,42.0,25,42,02,02,02 25,02 42,,,,,02 25,02 42,,,,Douentza,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Diangoudio,,,,,,,jáŋkúnjɛ̀,14.455,-3.072,0.526,0.593,27.0,4.0,27.526,04.593,14,03,14 27.526,03 04.593,,,,,,,14 27.526,03 04.593,Dogon project,Bandiagara (not shown),,,,,village in plains on a slight elevation; surname Dara; farming and herding,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Diankabou,,,Diankabou,,,Diankabou,jàkáw,14.584,-3.074,0.137,0.826,35.0,4.0,35.137,04.826,14,03,14 35.137,03 04.826,,,,,14 35,03 05,14 35.137,03 04.826,Dogon project,Bandiagara,,,"Friday, local",,"large village in plains between Bamba and Madougou; large ponds with water lilies; surnames Pudiougo, Guindo, Dara, Teli",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,"Dianwely (old, near Daidourou)",,,,Dianweli,,Dianvéli,,14.466,-2.638,,0.5,28.0,38.0,28,38.5,14,02,14 28,02 38.5,,,,,14 28,02 38.5,,,map,Douentza,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Dianwely Kessel,,,,,,Dianvéli Kèsel,jɔ̀wⁿlè ànà kàná,14.887,-2.893,0.372,0.996,53.0,53.0,53.372,53.996,14,02,14 53.372,02 53.996,,,,,14 54,02 54,14 53.372,02 53.996,Dogon project,Douentza,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Dianwely Maoude,,,,,,Dianvéli Maoudé,"jɔ́wⁿlè, jɔ̀wⁿlè ànà pɛ̌yⁿ",14.87,-2.918,0.366,0.208,52.0,55.0,52.366,55.208,14,02,14 52.366,02 55.208,,,,,14 53,02 55,14 52.366,02 55.208,Dogon project,Douentza,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Diennsagou,,,,,,Diennsagou,dɛ́yⁿsɔ̀gù,14.424,-3.051,0.787,0.147,25.0,3.0,25.787,03.147,14,03,14 25.787,03 03.147,,,,,,,14 25.787,03 03.147,Dogon project,Bandiagara,,,,,village in plains; important pottery manufacture (waterjars sold in Madougou market); surname Dara,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,BFA,Diguel,,,,,,Diguél,dígêl ~ dígèl,14.433,-1.883,,,26.0,53.0,26,53,14,01,14 26,01 53,,,,,14 26,01 53,,,map,Djibo,,,,,village in Burkina Faso; surname Goro,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Dinangourou,,,,Dinangourou,,Dinangorou,dúŋà ɔ̀rù. dinaŋguru,14.433,-2.25,,,26.0,15.0,26,15,14,02,14 26,02 15,,,,,14 26,02 15,,,map,Douentza,,,"Sunday, local",,village in plains; surname Goro,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Dionouga,,,,,,Dionouga,jùnùŋɔ́,14.539,-1.951,0.592,0.131,32.0,57.0,32.592,57.131,14,01,14 32.592,01 57.131,,,,,,,14 32.592,01 57.131,Dogon project,Djibo,,,,,"village; shown on old maps as on Burkina side of border, but acquired by Mali after a border war; main surname Ongoiba; some makers of straw baskets, some blacksmiths",,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Dioungani,,,,Juŋani,,Dioungani,,14.316,-2.738,,0.5,19.0,44.0,19,44.5,14,02,14 19,02 44.5,,,,,14 19,02 44.5,,,map,Douentza,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Dorodo,,,,,,,"dɔ̀rɔ́-dɔ́: (""come closer"")",14.484,-3.087,0.132,0.431,29.0,5.0,29.132,05.431,14,03,14 29.132,03 05.431,,,,,,,14 29.132,03 05.431,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Doumbo; farming and herding,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Douari,,,,,,Douari,dɔ́:rú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Douari,,,,,,Douari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Dougoussa,,,,,,Dougoussa,dúgúsà,15.004,-1.825,0.408,0.849,,49.0,00.408,49.849,15,01,15 00.408,01 49.849,,,,,,,15 00.408,01 49.849,Dogon project,Hombori,,,Thursday,Ongoiba,village,,,,,,
,Dogon,,Jamsay,,djm,Jamsay,,MLI,Douma,,,,,,Douma,"dùwⁿɔ́ (Jamsay), duma (Fulfulde)",14.916,-2.851,0.03,0.141,55.0,51.0,55.030,51.141,14,02,14 55.030,02 51.141,,,,,14 55,02 51,14 55.030,02 51.141,Dogon project,Douentza,some Fulfulde,,,,"village on lower slope of small inselberg; said to have been founded by Songhay from Kasa village on Gandamiya mountain summit; surnames of Jamsay speakers are Isabere (founding family), Dame (origin near Koro), Morba; surname of Fulbe is Bari; farming and herding; doum-palm mats (women), weaving, leatherwork (Morba), herding (Fulbe); no gardens; many Fulbe are away with herds during dry season",,,,,,
