code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So,Tomo Kan (Segue),Tomo Kan (Diangassagou),"Tommo So (Tongo Tongo, combined)","Tommo So (Tongo Tongo, JH)",,"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,family,book p.,synonymy,comment,domain,specimen
fauna,"bird 07 (owl, nightjar)",faune,"oiseau 7 (hibou, engoulevent)",201,14,4,,,60175,,,2011,,Verreaux's (=milky) eagle-owl,grand-duc de Verreaux,,,,,,,,ɛ̀ndùrⁿù jùŋgó,,,,,,,dùní,,,,,,,,,"dùndè-gègélè\\dùndù:-gègíl-mbò (""owl stutter"")",,,,šó: bèmbì,šǒ:  bí-bí,,,,,,,,,,Bubo lacteus,"Aves, Strigidae",219,,,fauna (bird),
fauna,"bird 07 (owl, nightjar)",faune,"oiseau 7 (hibou, engoulevent)",201,14,8,,,60176,,,2011,,pearl-spotted owlet,chevêchette perlée,,,"ɛ̀dùnù-pélé-m\\pélé (""owl-..."")",ádùrû-m,,,"dùn pé:, dùn ké:w (Madougou, also Ptilopsis)",,,,,àrⁿàmɔ̀-dǒy,,,,,,,,,dùnù pê:,,,,,,,,,,,,,,,,,,Glaucidium perlatum,"Aves, Strigidae",215,,,fauna (bird),
fauna,"bird 07 (owl, nightjar)",faune,"oiseau 7 (hibou, engoulevent)",201,14,6,,,60177,,,2011,,scops owl,petit duc africain,,,,,,,,,,,,,,,,,,,,,,,,dùndè kègélè\\kègǐl-mbò (Adia),,,,,,,,,,,,,,,Otus senegalensis (also perhaps O. scops),"Aves, Strigidae",215,,,fauna (bird),
fauna,"bird 07 (owl, nightjar)",faune,"oiseau 7 (hibou, engoulevent)",201,14,5,,,60178,,,2011,,northern white-faced owl,hibou à visage blanc,,kɔ̀ŋɔ̀mǐ:mà:,,,dùrⁿɔ̀ gèŋgé,,"dùn-jìŋé (""owl-twin"", usually in pairs), dùn ké:w (Madougou, also Glaucidium)",ɛ̀ndùrⁿù jùŋgó,,,,dùn-pé:,,,"dùní kùgɛ́ⁿ (""owl chick"")",,"dùnù pílú, ɛ̀n-dúnú",dùnù pílú,,,,dùnyà: jìŋgé (often sing duets),,"dùndè gìndɛ́:\\dùndù-mbò gìndɔ́: (""owl big"", also Bubo)",,[??],dùnú pérì ,,,,,,,,,,,,Ptilopsis leucotis,"Aves, Strigidae",215,Otus leucotis,seen at Anda,fauna (bird),
fauna,"bird 07 (owl, nightjar)",faune,"oiseau 7 (hibou, engoulevent)",201,14,7,,,60179,,,2011,,barn owl,effraie africaine,,"ìmísàí, ìmúsàyî:","yì-tɛ᷈: nì:yⁿì-m\\nì:yⁿì (""childrens' bird"")",àdùrù kù:-dómbúró-m,yì-tɛ̀gɛ̂ lì:gì,,"[î-n]-[sá:j-î:ⁿ] (""child's bird""), úrⁿ-ùm mà sà:j-î:ⁿ (""children's bird""), sà-bɛ̀:rú (Madougou), sà-tɔ̂: (Madougou), dùn bán (""owl red"", Madougou)",î:ⁿ wⁿà sà-sǎy,,,,úrⁿ-ùm sì-sà:,sàtɔ̂:,úlù-ŋ sàdà:,dùní,,"úlùm sàdàà (""children's bird"", thought to harm children at night), íí sàdàà (""child's bird"")",úlùm sàdàà,,,"èwé légè:-gù (""children's bird"")","ùlé: ádè: (""children's bird"")","mòndò, èné-àɲàn","òndô: nì:\\nì:-mbò (""children's bird"")","bé-gé nìyé (""children's bird"")",wè:gè ínì,wè:gè ínì ,dùndú tèwèrèmà,dúndú`téwⁿérémá ,,"dùndù pɛ̀rɛ̀dɛ̀ (""... small"")",,kɔ̀mbè-ⁿ-sáŋgò,,,"kòtíy-èy cì́r-íyà (""children's bird-Dimin"")","kòtíy-éy kír-ó: (""children's bird"")",,Tyto alba,"Aves, Strigidae",213,,"often called ""children's bird"" (thought to steal children at night)",fauna (bird),
fauna,"bird 07 (owl, nightjar)",faune,"oiseau 7 (hibou, engoulevent)",201,14,1,,,60180,,,2011,,owl (all spp.),hibou (toutes spp.),,,ɛ̀dùnû-m\\ɛ̀dùnû:,ádùrû-m,,,dûn (especially Bubo),,dûn,,dǔⁿ,,dúrⁿù,dúnù,dùní,dùní:,dúnú,dúnú,,dúnú,,dùnyá:,,dǔndè\\dǔndù-mbò = dǔndù:,,dúnú,dúnú  ,dúndú,dúndú,"bè:-gé nǐ:bè (""children's bird"")",dúndè ~ dúndù,,,,,tú-tú:r-ó [tones],,,,"Aves, Strigidae",213,,,fauna (bird),
fauna,"bird 01 (heron, stork)",faune,"oiseau 1 (héron, cigogne)",201,8,1,,,60181,,,2011,,ostrich,autruche,,ɔ̀gɔ̀-tɔ̀gíyà,sá-go᷈:-m\\sá-go᷈:,tà:rⁿâ-m,"sáko᷈:, ságo᷈:",,"ɔ̀ɣɔ̀-yógó (""chief-tomorrow"")",ɔ̀gɔ̀-yógó,ɔ̀ɣɔ̀-yógó,,ɔ̀gɔ̀-yógó,"ɔ̀gɔ̀-yɔ́gɔ̀ (""chief-..."")",ɔ̀gɔ̀-yó:gó-yá:gá,sàdà-ɔ̀ŋɔ̀-yòŋó,ʔɔ̀ʔɔ̀-yùgó,ɔ̀gɔ̀-yùgó:,ɔ̀gɔ̀-tàŋálà ~ -táŋálá,ɔ̀gɔ̀-tàŋálà,,"ɔ̀gɔ̀-táŋálá (""Hogon-..."")",ɔ̀gɔ̀ndáŋálá,ɔ̀gɔ̀-yógò,ɔ̀gɔ̀-yógò,tátàgî:\\tátàgî:-mbò,pígí,ɞ̀gɔ̀-yógú,ɔ̀gɔ̀ yógó ,ɔ̀gɔ́ tàwà,ɔ́gɔ́ táwà,pígì,pì:gì,,sémbéré,,,tà-tá:y-ò,tǎ:-tǎ:,,Struthio camelus,"Aves, Struthionidae",35,,,fauna (bird),
fauna,"bird 01 (heron, stork)",faune,"oiseau 1 (héron, cigogne)",201,78,9,,,60182,,,2011,,ostrich (hunters' term),autruche (terme des chasseurs),,,,,,,dɔ̀l-gɔ́-dɔ̂l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Struthio camelus,"Aves, Struthionidae",35,,,fauna (bird),
fauna,"bird 12 (crow, starling)",faune,"oiseau 12 (corbeau, étourneau)",201,19,6,,,60183,,,2011,,oxpecker (bird),pique-bœuf (oiseau),,nàŋá sày,"nǎ: ní:yⁿì-m\\ní:yⁿì (""cow's bird"")",sɔ́rɔ̀-wá>ndù-m,"nàŋá lí:gì (""cow's bird"")",,"nàŋá-[sá:j-î:ⁿ] (""cow's bird"")",nàŋá wà sà-sǎy,nàŋà-[sè:ⁿ-sî:ⁿ],,nàŋá sájì:ⁿ,,,,nàʔⁿà-sɛ̀jíⁿ,nàŋà-sɛ̀jíⁿ,"nàá sàdàà (""cow's bird"", also piapiac)",nàá sàdàà,,"nàá sàdàà (""cow's bird"")",,"cìbdè-mìnɛ́ (""tick-swallow"")",[nà:-mù]-áɲàn,"nàwó: nì:\\nì:-mbò (""cows' bird"")",,,,dùrú níwè,dúrú` níwè,xxx,"nà:-néjjè (""cow-bird"")",,"nà:ndɛ́-n-dɔ́rɛ̀ :(""cow-bird"")",,,"mè:-kìr-yà ~ mè:-kìr-ìyà (""mouth-red-Dimin"")",,,Buphagus africanus,"Aves, Sturnidae",427,,sits on back of cows,fauna (bird),
fauna,"bird 12 (crow, starling)",faune,"oiseau 12 (corbeau, étourneau)",201,19,10,,,60671,,,2011,,violet-backed starling,spréo améthyste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinnyricinclus leucogaster,"Aves, Sturnidae",427,,,fauna (bird),
fauna,"bird 12 (crow, starling)",faune,"oiseau 12 (corbeau, étourneau)",201,19,7,,,60185,,,2011,,long-tailed glossy starling,merle métallique à longue queue,,"sày jɛ́m, sày jɛ́m báná górò","bà: dúrɔ̀-gúrɔ̀-m\\-gúrɔ̀ (""father tail-long""), bà:-kɔ̀: jèwⁿè dúrɔ̀-gúrɔ̀-m\\-gúrɔ̀ (""starling black tail-long"")",dóŋgúró-kò:kô-m,lì:gì dúrâ-gúrɔ̂,,kɔ̀:rⁿì:-kà:rⁿî:ⁿ (onomat.),ɛ̀ndɛ̀-bòlú,kɔ̀rⁿɔ̀-kà̀:rⁿî:ⁿ,,kɔ̀:rɔ̀ŋ-ká:rⁿàwⁿ,kɔ̀rⁿì:-kàrⁿí:,gòrⁿɔ̀y-gàrⁿǎyⁿ,gɔ̀lɔ̀ŋ-gàlǎŋ,"kɔ̀ʔɔ̀-ɲàŋá (""tree.sp.-guineafowl"")",kɔ̀gɔ̀jɔ́ⁿ-kɔ̀gɔ̀jɔ́ⁿ,"sàdàà pɛ̀rɛ̀ndɛ̀-mìnú (""bird chili.pepper-swallow""), ɔ̀rɔ́ sàdàà (""baobab's bird""), ɔ̀rɔ́ mɔ̀ɲì","sàdàà pɛ̀rɛ̀ndɛ̀-mìnú (""bird chili.pepper-swallow"")",,ɔ́rɔ́ mɔ̀ɲì,gòyòŋ-góyòŋ,"àdè: dúlá-pà: (""bird tail-long"")",sàndíyà,sà:-sóndíyá\\sà:-sóndíyá-mbó (also piapiac),"kɔ̀nnà-kánnà, kɔ̀nɔ̀-kɔ́nɔ̀","sànà-ìní (""wild.grape-bird"")",,kɔ̀rrɔ́ŋ-kàrráy,,xxx,[kà-kàràŋ]-ká:yè,,kʷɛ̀:rì-ká:rì,,,bì:-b-íy-à:,"[ʔàn-dòndò]-[kî:-kô:], à-nà-ŋ̀-ɲâ:-dá-ŋ́-bɛ̀bɛ̀-dêy-háfɛ̀ (""he (sold) his mother and his father (to) buy a tail""), à-nà-ŋ̀-kà:-wèy-lɛ́:rɛ̀-dí-háfɛ̀-dêy (""he sold his grandmother and bought a tail"")",,Lamprotornis caudatus,"Aves, Sturnidae",427,,fields and large trees,fauna (bird),
fauna,"bird 12 (crow, starling)",faune,"oiseau 12 (corbeau, étourneau)",201,19,8,,,60186,,,2011,,greater blue-eared starling (=blue-eared glossy starling),merle métallique commun,,sǎy sòlò,"bà:-kɔ̀: jèwⁿè dúrɔ̀-gɔ᷈:-m\\gɔ᷈: (""starling black tail-short"")","ba᷈w-m, bàw jɛ́mɛ̀-m",sàgô:,,"sà-jɛ̂m (""bird-black"")",sɔ̀-sɔ̀níyⁿà,dɛ̀:ⁿ-dɛ́:ⁿ,,gɛ̀ⁿdó:ró,,,,jáⁿlárá,jáⁿlàrá:,sàà-dùmbì-ý,sàà-dùmbì-ý,,,sà:-sóyyò,,,nì: gɛ̀mìlmbé:\\nì:-mbò gɛ̀mìlmbó:,,,,,kɔ̀rɔ̀rɔ́ kárárây,,"sànà-néjjè (""wild.grape-bird"")",,kʷà:-ŋ-ké,,,,,,Lamprotornis chalybaeus,"Aves, Sturnidae",427,,in fields throughout growing season,fauna (bird),
fauna,"bird 12 (crow, starling)",faune,"oiseau 12 (corbeau, étourneau)",201,19,9,,,60187,,,2011,,chestnut-bellied starling,étourneau à ventre roux,,sày gìrò-dé:lì:,,bàw bárⁿà-m,tɛ̂:-tɛ̂:,,"tɛ̀:ⁿ-tɛ̂:ⁿ ~ tì-tɛ̂:ⁿ, sɛ̀:ⁿ-sɛ̂:ⁿ ~ sì-sɛ̂:ⁿ (onomat.)",,sà:ⁿ-sì:ⁿ gɛ́m,,bà:bòlěⁿ,tɛ̀ⁿ-tɛ́ⁿ,dɛ̀ⁿ-dɛ́ⁿ,,"myɛ̀nɛ̀-sɛ̀jíⁿ (""wild.date-bird)",,,,,,dúŋùlɔ̀ŋ lègè:,,,,,"kú:ⁿ-kó ìnì (""balanzan-top bird"")",,kɛ̀njɛ̀ dìní níwè,kénjé dìní  níwè,,,,,,,sá:sâ,,,Lamprotornis pulcher,"Aves, Sturnidae",427,Spreo pulcher,,fauna (bird),
fauna,"bird 12 (crow, starling)",faune,"oiseau 12 (corbeau, étourneau)",201,19,11,,,60184,,,2011,,starling spp.,merle métallique spp.,,,"bǎ:-kɔ᷈:-m\\-kɔ᷈:, bà:-kɔ̀: jéwⁿè-m\\jéwⁿè",ba᷈w-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamprotornis spp.,"Aves, Sturnidae",427,,,fauna (bird),
fauna,"bird 12 (crow, starling)",faune,"oiseau 12 (corbeau, étourneau)",201,19,5,,,60188,,,2011,,crag chestnut-winged (=Neumann's) starling,étourneau roupenne d'Alexander,,sǎy sòlò,,sɔ̀-sɔ̀rⁿíyⁿɛ̀-m,"sá-sɔ̀rⁿíyⁿɛ̂, sàgùmbé",,ɔ̌yⁿ,sɔ̀-sɔ̀níyⁿà,,,,mògórò,,,,yàrú-bɔ̀lɔ̀-óⁿ,sàdàà gɛ́m,sàdàà gɛ́m,,,gèɲúm-bánùŋ,,"sàndíyà, sàndìyà jèmé","bàrá kâ:ⁿkâ:ⁿ (""tomtom"" plus onomat., Adia)",,,,ságúwá,ságúwá,,,,,,,,ʔàn-sɔ́nsɔ̀ríyà,,Onychognathus neumanni,"Aves, Sturnidae",425,Onychognathus morio,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,12,,,60189,,,2011,,grey-backed camaroptera,camaroptère à dos gris (oiseau),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔàlíw-bídíw ~ ʔàlúbbídíw (onomat.),,Camaroptera brachyura brevicaudata,"Aves, Sylviidae",353,,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,10,,,60190,,,2011,,"yellow-bellied eremomila, yellow-grey warbler) ",érémomèle gris-jaune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"á-sànjà-n-dɔ́rɛ̀: (""woodpile-bird"")",,,,,,Eremomela icteropygialis,"Aves, Sylviidae",347,,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,11,,,60191,,,2011,,"Senegal eremomela, green-backed warbler) ",érémomèle à dos vert,,,"kǎ: lè ìré-m (< Jam ""I am bigger than a grasshopper"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"á-sànjà-n-dɔ́rɛ̀: (""woodpile-bird"")",,,,,,Eremomela pusilla,"Aves, Sylviidae",347,,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,8,,,60192,,,2011,,Bonelli's warbler,pouillot de Bonelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylloscopus bonelli,"Aves, Sylviidae",345,,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,9,,,60193,,,2011,,"fleet warbler, common chiffchaff",pouillot véloce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phylloscopus collybita,"Aves, Sylviidae",345,,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,13,,,60194,,,2011,,cricket warbler,fauvette minuscule sp.,,"sày kálísì, sày-tíyé-tìyè, sày té:-tè:","[kǎ: lè] ìré-m (< Jam ""I am bigger than a grasshopper""), nì:yⁿì kɛ̀tɛ̀-kɛ̌:-m\\kɛ̀tɛ̀-kɛ̌: (""bird runty"")",síbè-m,"kà-ka᷈: dě:rê=ẁ (""bigger than a grasshopper"")",,"ka᷈:-lè-ìré-m (""I am bigger than a grasshopper"")",[kǎ: lè] érè-m,[kì-ká: lè] ìrím,,,,tí:-tí:,pòndúŋ-gò:lò,,,"kàmbé sàdà-ỳ (""zaban's bird-Dimin"")",kàmbé sàdà-y,,,,,,,,,,šě: níwè,sěy níwè,,,,,,,,súfùlíyà (also Eremopterix),,Spiloptila clamans,"Aves, Sylviidae",355,Prinia clamans,"Jamsay ""I'm bigger than a grasshopper""",fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,7,,,60195,,,2011,,subalpine warbler,fauvette passerinette,,,,,,,,,,,sìténú,,,,dùgù-sɛ̀jíⁿ,,,,,,,,dèndèm-gòmò,,,,,,,,,,,,,,,,Sylvia cantillans,"Aves, Sylviidae",342,,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,3,,,60196,,,2011,,rufous scrub-robin,agrobate rubigineux (merle),,"dɔ̀dɔ̀:síyà, dɔ̀dɔ̀:ⁿsɛ̌y",,,"kòmbú-dòríyê (""cave-go.through"")",,,bɔ̀rɔ̀mà-dóndó,,,,,,,,,"kɔ̀mmɔ́ sàdà-ỳ (""hole bird,"" enters burrows), kèèníyé","kɔ̀mmɔ́ sàdà-ỳ (""hole bird,"" enters burrows)",,kèèníé,"mɔ́:lɔ̀ lègè: (""wild.date's bird"")",bɔ̀rɔ̀-wǎyⁿ,,,kò:ⁿsálálìyè,dwɛ̀lígɔ̀mɛ̀,dwɛ̀lígɔ̀mɛ̀  ,,,,,,"à-pùwè-tí:ⁿ-bìrbɛ̀: (""small.bird-tail-thin"")",,,,ʔàlíw-bídíw ~ ʔàlúbbídíw (onomat.),,Cercotrichas galactotes,"Aves, Turdidae",323,,flicks tail up and down,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,4,,,60197,,,2011,,black scrub-robin,merle podobé,,"dɔ̀dɔ̀:síyà, dɔ̀dɔ̀:ⁿsɛ̌y","gòròwóró ní:yⁿì-m\\ní:yⁿì (""Goroworo.oued's bird"")",,,,,,,,,,,,,,"kɔ̀mmɔ́ sàdà-ỳ (""hole bird,"" enters burrows)","kɔ̀mmɔ́ sàdà-ỳ (""hole bird,"" enters burrows)",,,"wɔ̀:lɔ́ légè: (""scrub.acacia's bird"", also Centropus)",sà-sèndé,,"nì: [pùr-mà]-jɛ̀njɛ̂:\\nì:-mbò [pùr-mà]-jɛ̀njɔ̂: (""bird [womb-at]-lift"")",,,,,,,,,,,,,,,Cercotrichas podobe,"Aves, Turdidae",323,,flicks tail up and down,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,5,,,60683,,,2011,,northern anteater-chat,traquet brun,,,"sɛ́:nɛ̀ nì:yⁿì-m (""sandy.plains-bird"")",,,,"ùrⁿɔ̀-sà:jî:ⁿ (""hole-bird"", makes holes in sand to next)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myrmecocichla aethiops,"Aves, Turdidae",329,,,fauna (bird),
fauna,"bird 11 (bulbul, robin, warbler)",faune,"oiseau 11 (bulbul, merle, fauvette)",201,18,6,,,60198,,,2011,,"cliff chat, white-crowned cliff-chat",traquet de roche à ventre roux,,,,"sɔ̀sɔ̀rⁿíyⁿɛ̀-m, sɔ̀sɔ̀rⁿìyⁿɛ̀ zéndé-m","kìyà-bèrèmbí (""squirrel-herder"")",,,bòmbò-gú-m dɔ́mdɔ̀,,,,dènɛ́,dɛ̀ndɛ́ⁿ,,ʔòlò-sɛ̀jíⁿ,,nɔ̀rɔ̀mɔ́,,,nɔ̀rɔ̀mɔ́,,,sàdèndè,,,,,kìwɔ́ tɔ̀:ndí,kíwɔ́ tɔ̀ndí,,,,"sìmpágá-n-dɔ́rɛ̀: (""toilet.area-bird"")",,,súmhárí,,,Myrmecocichla cinnamomeiventris,"Aves, Turdidae",329,Thamnolaea cinnamomeiventris,,fauna (bird),
fauna,"bird 09 (roller, hornbill)",faune,"oiseau 9 (rollier, calao)",201,16,9,,,60199,,,2011,,hoopoe,huppe (oiseau),,gùrûm-sɔ́gɛ̌y gàrûm-sɔ̀́gɛ̌y,"[gòró bà:] sɔ́gɔ́-m\\sɔ́gɔ́ (""nape at peck"")",gǔn-màsɔ̌: gíré-màsɔ̌:,"góró-mà-sɔ́gɔ́rɔ́ (obscurely ""nape-of-peck"", adapted from Jamsay)",,"[[ká:-lè]-sɔ́ɣɔ́y]-[[gòró-lè]-sɔ́ɣɔ́y] (""[[[mouth with] peck] [[[nape with] peck]]"", cf. verb sɔ́ɣɔ́ 'peck')",gòró bàsɔ́gɔ̀,[ká: lè] sɔ́ɣɔ́ [gòró lè] sɔ́ɣɔ́,,gùrùmà-dìŋè-dáŋá,,dě:-bùbù,gòròbònìŋé,górómá-ɲíŋgá,sɛ̀jìⁿ górómá-nìŋgâ:,tòrún-dìmbìrɛ́,tòrún-dìmbìrɛ́,,"dɔ̀rɔ̀-mɔ̀-jɔ́ŋgɔ̀ [hoopoe only, JH < Ramata]","ɔ̀gɔ́-tɛ́mbɛ̀l (Bendiely), òró-[bǒ:-bǒ:] (Kundiala)",gùrùmà-dìgɛ́,gòròmà-dìŋèdáŋà,"[dɔ̀rɔ̀-mà]-jɔ́ŋgɔ́\\-jɔ́ŋgɔ́-mbó, pɔ̀mbɔ̀-dógò\\pɔ̀mbɔ̀-dógò-mbò",tògòlè-sámbà,dú:-dù: ínì,,tègé dùmbú,tégé dùmbú,xxx,údà-údà,,à dɔ̀rɛ̀ dá:mbɛ̀ndɛ̀,,,húdú:dû [tone],"ʔàl-húdù-húdù ~ húdù-húdù, gíná-zɔ́kù-bàndɛ̀-zɔ́kù (""front-peck-back-peck"")",,Upupa epops,"Aves, Upupidae",248,,,fauna (bird),
fauna,fish (general),faune,poisson (générique),201,22,1,,,60200,,,2011,,fish (any),poisson (tout),,"ní-nàwⁿà, ní-nà:",ísì-m\\ísì = ísù,ísì-m,ísî,,í:jú,í:sú,kɔ́gɔ́rɔ́,,kɔ́gɔ́rɔ́,íjì,íjù,ídù,kwɛ̀ʔɛ̀lɛ́,kògɛ̀lɛ́,,ísú,,ísí,ísì-gì,ídè,ízù,íjì\\íjù:,ì:,kɔ́gúlɛ́,kɔ́gúlɛ̀  ,kɔ́gúrɛ́,kɔ́gúrɛ́,kɔ̀gùlɛ̀,kɔ́gúlɛ́,,"ɥɛ̀:-ŋ-kò:-ŋáwⁿ (""water-in-meat"")",,,,dè:sì,,,Osteichthyes,,,,fauna (fish),
fauna,"fish 6 (Lates, carps)",faune,"poisson 6 (capitaine, carpes)",201,27,1,,,60217,,,2011,,"captain fish, Nile perch",capitaine (poisson),,,,,,,,,,,,,,,,"kóndó, kògɛ̀lɛ̀ kóndó",,,,,làsìgì-[ísì-gì],zàm-tàgú,,,í:-yé,,,wɔ̀rɔ̀wɔ̀rɔ́ dògò,wɔ́rɔ́wɔ́rɔ́  dógó,kúlɛ̀,kùlɛ̀,,,,,,,,Lates niloticus,"Osteichthyes, Centropomidae",II. 662,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,3,,,60201,,,2011,,"silversides (large sardine sp., lower tail orange)","grosse sardine sp., péré (caudale inférieure rouge)",,,"ìsì cɛ̀pɛ́lù (""fish chili.pepper"", from visual appearance)",,,,,ì:sì cɛ̀pɛ̂l,,,,,,,,,,,,,,,,,,,,,,,,,dyá,,,,,,Alestes baremoze,"Osteichthyes, Characidae",I. 204,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,5,,,60202,,,2011,,"large sardine-like fish sp. (lower tail red, teeth protrude)",grosse sardine sp. (caudale inférieure rouge),,,,,,,,,,,,,,,,,,ìsù kòndó,,,,,,,,,,,,,dábá-dábá:jì (1 of 2),,dyá,,,,,,Alestes dentex sethente,"Osteichthyes, Characidae",I. 205,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,4,,,60203,,,2011,,large sardine-like fish sp. (lower tail red or orange),grosse sardine spp. (caudale inférieure rouge),,,,,,,,,,,,,,,,,,,,,,,,,,,"bàɣà búrù, ìzì sámánáy  ",,,,,,,,,,,,Alestes sp.,"Osteichthyes, Characidae",I. 204 ff.,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,7,,,60204,,,2011,,small and mid-sized sardine-like fish spp.,sardines spp. de taille petite à moyenne,,,,,ìsì tɛ̀bɛ́rî,,,,,,,ìjì-sǎmnà,is̀sì-sámnáy,sànní,,"kògɛ̀lɛ̀ jègèní, jègèní",,nɛ̀mɛ̀nɛ̀-kélèw,,,léyyò,,,,,,,,,,,,à-wá:-m-byɛ̀,,,,,,Brycinus (and others),"Osteichthyes, Characidae",I. 209 ff.,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,6,,,60626,,,2011,,sardine-like fish sp.,sardine sp.,,,,,,,,,,,,,,,,,,,,,,yàbôy,,"pìlɛ́-pìlɛ̂:\\-mbò, ìjì-pílɛ̀-pílɛ̀\\ìjù:-pílɛ̀-pílɛ̀-mbò",,,,,,,dègò,,,,,,,,Brycinus leuciscus,"Osteichthyes, Characidae",I. 209,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,10,,,60205,,,2011,,large sardine-like fish sp. (4.5 rows of scales above lateral line),"grosse sardine sp. (tache noire, 4.5 rangs d'écailles au-dessus de la ligne latérale)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brycinus macrolepidotus,"Osteichthyes, Characidae",I. 221,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,9,,,60206,,,2011,,"mid-sized sardine-like fish sp. (black spot, 5.5 rows of scales above lateral line)","sardine sp. de taille moyenne (tache noire, 5.5 rangs d'écailles au-dessus de la ligne latérale)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dábá-dábá:jì (1 of 2),,,,,,,,Brycinus nurse,"Osteichthyes, Characidae",I. 215,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,8,,,60207,,,2011,,sardine-like fish sp. (black spot near base of tail),sardine spp. (tache noire vers la base de la queue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brycinus sp.,"Osteichthyes, Characidae",I. 209 ff.,,,fauna (fish),
fauna,fish 2 (sardine-like),faune,poisson 2 (sardines),201,24,1,,,60693,,,2011,,tigerfish sp.,poisson-chien sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dyá,,,,,,Hydrocynus brevis,"Osteichthyes, Characidae",I. 199,,,fauna (fish),
