Multilingual,lg family,Language (group),alternate lg (group),Language (based on native name),OfficialVillageName,Transcribed Village Name,N Lat,W Lon,lg comment,industries,weekly market,surnames,social info
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Gobina,,14.889,-3.602,,,,Diambilaba,"village on plateau, part of (greater) Dogani; coordinates correspond to ""Siri"" on old map; village name was given as bàál on one visit"
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Ibissa,,15.050,-3.266,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Kidibili (not checked),kìndìbîl,14.988,-3.283,,,,,on colonial-era map only
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Koïra Béri,,15.050,-3.187,,,,Sangalba,village; old map seems to show former location on hill
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Kongoro (not checked),,14.955,-3.350,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Kounde,kúndè,,,,,,Pouriyaba,village belonging to (greater) Dogani
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Koutoumel,,14.866,-3.500,,,,,
,Atlantic,Fulfulde,peul (French),Fulfulde,Melo,mèló (Dogon),14.967,-3.390,,,,"Diallo (Fulbe), Kassambara (Dogon)","Fulbe village near Borko; in depression on side of cliffs leading up to Borko; new school c. 2014; some gardening; village founded by Fulbe, chiefly family Fulbe, some Dogon from Borko"
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Menti (not checked),mɛ́ntì,14.916,-3.400,,,,Peliaba,"Menti is a village considered part of (greater) Dogani; map shows ""Mennti-Soubi"" and ""Menti-Kindi"" as two distinct but nearby locations"
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Mougui (not checked),,15.005,-3.150,,,,,cluster of several villages; map seems to show former location on hill
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Namare (not checked),,15.033,-3.266,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Nombol,,14.967,-3.355,,,,Bolomba,"small village on edge of elevated plateau, near a much higher mountain; considered to be a part of (greater) Borko; oldest settling family is Bolomba; coordinates correspond to ""Nomboré"" on map, not to ""Noumbol"" on map at 15 00 x 03 18"
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Pouti (not checked),,14.871,-3.516,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Sangali (get surnames etc.),saŋal,14.836,-3.508,,,,,village on plateau
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Sego,,14.833,-3.500,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Sirou (Bol),bǔl ~ bǒl,14.859,-3.470,,,,Goundouba,"village on plateau, part of (greater) Dogani; map shows ""Siri"" at coordinates corresponding to Gobina"
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Tapou,tabu,14.820,-3.568,,,,"Ambana, Goulombo, Diombele","village on rocky elevation on plateau (most westerly of Najamba-Kindige speaking villages on plateau); school; a little gardening; Diombele family holds chiefhood, settled from Koutoumel"
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Kindige,Tintam,,14.933,-3.338,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Adia,ǎ:jà,14.957,-3.106,,,,Ongoiba,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Ambaka,àmbàká:,14.916,-3.116,,,,,"2016 map has ""Ambaka"" and adjacent ""Olkia-Ambaka"", but see Olkia (Ourka)"
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Assakarba,dô:,14.984,-3.002,,,,Isabéré,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Badiari,bàjâl,,0.000,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Beguima,bɛ̀gímà,15.033,-3.133,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Dimbatoro,dùbàtólò,15.033,-3.150,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Dindari,dìndǎl,14.966,-3.116,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Dioni,jǒn,14.950,-3.083,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Koli,kól,15.005,-3.200,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Kubewel,kúnjà‑gâ:,14.983,-3.033,,,,Ongoiba,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Lamorde,dìmbìrá,14.966,-3.100,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Madina (Najamba),màdínà,14.966,-3.066,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Nema (Najamba),né:mà,15.033,-3.116,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Neri,nɛ̌l,14.950,-3.116,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Noumbori,nùmbǒl,15.051,-3.156,,,,,same Dogon name as Nombol (near Borko)
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Olkia (Ourka),òlkìyá,14.933,-3.066,,,,,"""Ourka"" on 2016 map, see also ""Ambaka"""
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Orodou,òlò‑dû:,14.966,-3.066,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Siba,síbà,15.033,-3.083,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Tabako,tàbâ:,15.037,-3.101,,,,Ongoiba,village on highway; Ongoiba name is elsewhere associated with Jamsay language
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba,Tabako (en haut),tàbâ:,15.000,-3.100,,,,,
,Dogon,Najamba-Kindige,"Bondu So, Bondum Dom",Najamba (Sinda-Ge),Synda,sìndá,15.026,-3.075,,leatherworkers,,Morba,village
,Dogon,Nanga,,Nanga,Anda,á:ndɛ́,14.818,-3.006,,,,Moro,"village; in rock-strewn plain near small hills; small river; farming and herding; gardening (onion, tomato, salad, mango, bananas, cassava, grapefruit, orange); village totem Senna (= Cassia) obtusifolia; weaving, leatherwork"
,Dogon,Nanga,,Nanga,Boromi,bòròmí,14.817,-3.019,,basket-makers,,Doulay Souryomi,village; among rocks; farming and herding; no village totem; original village nearby called Kɛsɛ Teŋgriyeⁿ
,Dogon,Nanga,,Nanga,Irani,ìràní,14.824,-3.022,Nanga plus some Tommo-So,,,Guindo and Padiogi (Nanga); Kamiya (Tommo-So),"village; plain next to hill; ; marriage relations with Soroni; came from same ancestral village as Wakara; baskets, leatherwork"
,Dogon,Nanga,,Nanga,Kono,kɔ́:rⁿɔ́,14.788,-3.033,Nanga plus some Jamsay and Tommo-So,"blacksmiths (Maiga), leatherworkers",,"Moro (Nanga), Kamiya (Tommo-So), Maiga (Jamsay, blacksmiths); ",village; plain next to hill;Muslims and animists; farming and herding; no totem
,Dogon,Nanga,,Nanga,Namakoro,námákòrò,14.721,-3.021,Nanga plus some Jamsay and Tommo-So,blacksmiths (Maiga),,"Guindo and Guire (Nanga); Dioungo (Tommo-So); Maiga (Jamsay, blacksmiths); ","village; on plain next to hill; original village nearby (abandoned) called nàmàkɔ̀rɔ̀-tɔ́rɔ́; farming and herding; gardening (like Anda); village totem is tree Khaya senegalensis; marriage with Anda; Muslims; originally from Tengou zone, via Pergue"
,Dogon,Nanga,,Nanga,Ouse,ú:sɛ́,,0.000,,,,,village near Soroni
,Dogon,Nanga,,Nanga,Pergessa,pɛ̀gɛ̀sá,14.802,-3.024,,,,,"village; originally the first settlers at Namakoro, but moved when current Namakoro villagers arrived; farming and herding; gardening (onion, cassava); village totem is war (they are pacifists); baskets; healers (magical illnesses)"
,Dogon,Nanga,,Nanga,Soroni,sórònì,14.818,-3.006,Nanga and some Jamsay,,,Penggourouba and some Maiga (Jamsay blacksmiths); ,"village in hill; original village 2 km away (abandoned) called sòròpóŋgí; farming and herding; no gardening; no totems; Muslim, Christian, and animist; origin claimed from Bandiagara-Soroni"
,Dogon,Nanga,,Nanga,Wakara (Wagara),wàkárà,14.819,-3.073,,,"every fifth day, small",Dyougodyougokambi (often reduced to Guindo),"village in upper and lower sections, in rocky area; farming and herding; gardening (onion, tomato, calabash); village totem is crocodile; weaving, basket-making, leatherwork; healers (polio, magical illnesses); Muslims and some animists and about 15 Christans; original site of village called [túrí], before that they migrated from àná-wàgárà village in Tengou zone (see also comments on Pergue); recent disputes peaking 2009-11 over ownership of fields with Anda and Beni villages"
,Dogon,Penange,,Penange,Pinia,péná,14.389,-4.026,,,,"Degoga (majority and founding family), also Kamio, Seiba, Karambe, a few Yanogue",large village on small rocky hill; 
,Dogon,Tebul Ure,,Tebul Ure,Bamba Tene,(bàmà-)tɛ̀ndɛ́,14.685,-3.057,,,,Guindo,"village at base of hill, part of ""Bamba"" village cluster"
,Dogon,Tebul Ure,,Tebul Ure,Bamba-Daga,dà:gá,14.657,-3.084,,,,Guindo,"village on lower slope of mountain, part of ""Bamba"" village complex; settled by Tebul Ure speakers formerly in villages on summit; Blench writes ""Daɣa"" and lists four subdivisions: Toon, Kumbulu, Dul, Gyɛl"
,Dogon,Tebul Ure,,Tebul Ure,Bamba-Saradine,sáràdí:nɛ̀,14.670,-3.073,,,,Guindo,"village on lower slope of mountain, part of ""Bamba"" village cluster, but settled by Tebul Ure speakers formerly in villages on summit; farming and herding"
,Dogon,Tebul Ure,,Tebul Ure,Bamba-Sarapondou,sàrⁿàpòndú,14.675,-3.059,,,,Guindo and Padiogi (Nanga); Kamiya (Tommo-So),"village on plains at base of mountain, settled by Tebul Ure speakers formerly in villages on summit; farming and herding"
,Dogon,Tebul Ure,,Tebul Ure,Bedie Na,"béjé, bèdè-dɛ́ŋgɛ́",14.686,-3.109,,"pottery, weaving",,Guindo,"village on plateau; specialists in bone healing (fractures, sprains); pottery, weaving; no gardens; ""Bedie"" also includes Didimgo and Tabade villages"
,Dogon,Tebul Ure,,Tebul Ure,Bende,béndé,14.669,-3.106,,"pottery, weaving",,Guindo and Padiogi (Nanga); Kamiya (Tommo-So),"village on plateau;pottery, weaving; gardens"
,Dogon,Tebul Ure,,Tebul Ure,Dianga,ʒǎ:ⁿ,14.675,-3.101,,"pottery, weaving",,Guindo,"village on plateau in two neighboring segments (jàŋà ná: and jàŋà sɛ́gɛ́), with one chief; pottery, weaving; no gardens"
,Dogon,Tebul Ure,,Tebul Ure,Didimgo,bèdè-dídìm ~ -dídìmgò,14.691,-3.108,,"pottery, weaving",,Guindo,"village on plateau; pottery, weaving; gardens; part of ""Bedie"" village cluster"
,Dogon,Tebul Ure,,Tebul Ure,Endekandou,ɛ̀ndɛ̀gàndú,14.672,-3.090,,"pottery, weaving",,Guindo,"village on plateau; pottery, weaving"
,Dogon,Tebul Ure,,Tebul Ure,Endelgo,èndèlgó,14.674,-3.093,,,,,"abandoned village on plateau, no families remaining in 2011, population has moved down to Bamba-Sànàpòndú at base of cliffs"
,Dogon,Tebul Ure,,Tebul Ure,Hamdallaye,hámdàlày,14.669,-3.107,,,,Guindo,village at base of cliffs; populated by Tebul people who moved down from Tombogo village in the plateau above
,Dogon,Tebul Ure,,Tebul Ure,Mande,màndé,14.687,-3.104,,,,Guindo,"village on plateau; pottery, weaving; gardens"
,Dogon,Tebul Ure,,Tebul Ure,Pedouma,pɛ́dúmá,14.676,-3.101,,,,,"village on plateau; partially abandoned, 3 families remaining in 2011, others have moved down to Bamba-Sànàpòndú at base of cliffs; no pottery or weaving in 2011"
,Dogon,Tebul Ure,,Tebul Ure,Sanra,,,,,,,,"Blench gives ""Sããra"" with subdivisions Sããra Diine, Sããra Pɔndu, and Bamba Tende"
,Dogon,Tebul Ure,,Tebul Ure,Tabade,bèdè-tàbàdé:,14.688,-3.109,,"pottery, weaving",,Guindo,"village on plateau; pottery, weaving; no gardens; part of ""Bedie"" village cluster"
,Dogon,Tebul Ure,,Tebul Ure,Tebul Tembe,,,,,,,,"Blench gives this as a global name for the main Tebul cluster of villages (excluding Daga, Sanra, and the Bedie cluster)"
,Dogon,Tebul Ure,,Tebul Ure,Tombogo,tómbógó,14.676,-3.105,,"pottery, weaving",,Guindo,village on plateau
,Dogon,Tebul Ure,,Tebul Ure,Yrebann,"ùlò-bán (""house-red"")",14.666,-3.100,,,,,"village at base of cliffs, relatively recent"
,Dogon,Tengou Kan,,Guimini Kan,Ana-Odiou-Yowo,ànà-ójù yɔ̀wɔ́,14.257,-3.322,,,,Sagara,"village in plains, part of Orokoro cluster, originally settled from Yawa (near Dourou on the cliffs); farming and herding"
,Dogon,Tengou Kan,,Guimini Kan,Bediere-Angouno-Ana,bɛ̀jɛ̀rɛ̀ àŋgúnɔ̀-ánà,14.253,-3.253,,,,Sagara,"village, part of Bediere village cluster"
,Dogon,Tengou Kan,,Guimini Kan,Bediere-Kengene-Na,bɛ̀jɛ̀rɛ̀ kèŋèrⁿɛ̀-ná:,14.251,-3.256,,,,Sagara,"village, part of Bediere village cluster"
,Dogon,Tengou Kan,,Guimini Kan,Benbana,bɛ̀nbàrⁿá,14.103,-3.158,"Guimiri-Kan (Sagara surname), Woru-Kan (Poudiougo), and Gourou (Djimde)",,,"surnames Sagara, Poudiougo, Djimde",village in plains; farming and herding
,Dogon,Tengou Kan,,Guimini Kan,Beniouma,bɛ́ñɛ̀,14.166,-3.383,,,,,
,Dogon,Tengou Kan,,Guimini Kan,Djiguiteri-Bomo,jìgìtéré bɔ́:mɔ̀,14.250,-3.352,,,,Sagara,"village in plains, part of Orokoro cluster, original settlers mostly from Giwni; farming and herding"
,Dogon,Tengou Kan,,Guimini Kan,"Doukombo, Doucombo","dù-kɔ́mbɔ́ [Tomo Kan, VD]",14.353,-3.653,,,,"Sagara, Guindo",village
,Dogon,Tengou Kan,,Guimini Kan,Doundioulo,dùnjùrú,14.288,-3.700,,,,Sagara,village in plateau; farming and herding
,Dogon,Tengou Kan,,Guimini Kan,Dourou,dúrù,14.300,-3.433,,,,,
,Dogon,Tengou Kan,,Guimini Kan,Dourou Na,dùrù ná:,14.304,-3.434,,,,Sagara,village on high plateau near edge of cliffs; gardens nearby (onions)
,Dogon,Tengou Kan,,Guimini Kan,Dourou Tanga (1),dùrù tà:ŋí,14.303,-3.423,,,,Sagara,"village on high plateau at edge of cliffs, across a ravine from Yawa; gardens (onions); see also Dourou-Tanga (2) and (3), which are some distance away"
,Dogon,Tengou Kan,,Guimini Kan,Dourou Tanga (2),dùrù tà:ŋí,14.305,-3.450,,,,Sagara,village on high plateau not far from cliffs; gardens (onions); some distance from Dourou Tanga (1) but closer to Dourou Tange (3)
,Dogon,Tengou Kan,,Guimini Kan,Dourou Tanga (3),dùrù tà:ŋí,14.303,-3.452,,,,Sagara,"village on high plateau near edge of cliffs, almost abutting Donno So speaking Korou; gardens (onions)"
,Dogon,Tengou Kan,,Guimini Kan,Ede,ɛ̀dɛ́,14.283,-3.516,,,,Kene,"village in plateau; farming and herding (verify language, Donno or Tengou/Guimiri)"
,Dogon,Tengou Kan,,Guimini Kan,Gom-Togo,gɔ̀m-tógò,14.251,-3.338,,,,Sagara,"village in plains, part of Orokoro cluster, original settlers mostly from Guimini; farming and herding"
,Dogon,Tengou Kan,,Guimini Kan,Gomou,gɔ̀mú,14.200,-3.333,,,,,
,Dogon,Tengou Kan,,Guimini Kan,Gourpal,gúrpâl,14.117,-3.167,,,,"Sagara, Guindo",village in plains; farming and herding
,Dogon,Tengou Kan,,Guimini Kan,Guimini,gǐwⁿrⁿì,14.266,-3.450,,,,,
,Dogon,Tengou Kan,,Guimini Kan,Karakama,kàràkámà,14.106,-3.175,,,,Sagara,village in plains; farming and herding
,Dogon,Tengou Kan,,Guimini Kan,Konsogou (Tengou),kɔ̀nsɔ́gù,14.283,-3.450,,,,Kene,village in plateau; farming and herding
,Dogon,Tengou Kan,,Guimini Kan,Ogodengou Kana,ɔ̀gɔ̀dèŋù kàná,14.188,-3.139,,,,Sagara,"village in plains (one of two called ""New Ogodenngou""), originally settled from Ogodenngou; farming and herding"
,Dogon,Tengou Kan,,Guimini Kan,Ogodengou Kana (aka Manoubere),"ɔ̀gɔ̀dèŋù kàná, mànú-béré",14.175,-3.153,,,,Sagara,"village in plains (one of two called ""New Ogodenngou""), originally settled from Ogodenngou; farming and herding"
,Dogon,Tengou Kan,,Guimini Kan,Ogodenngou-Na,"ɔ̀gɔ̀dèŋú, ɔ̀gɔ̀dèŋù nâ:",14.206,-3.174,"majority Guimiri Kan, some Togo Kan (Guindo)",,,"Sagara (majority), Guindo",village in plains; Protestant church; farming and herding; Guindo minority are from Idierou on the cliffs [see also Ogodengou-Kana and Ogodengou (Fulbe)]
,Dogon,Tengou Kan,,Guimini Kan,Oro-Ana,"ɔ̀rɔ́-ánà (""baobab-village"")",14.217,-3.350,,,,Sagara,"village in plains, split off from Korolou; farming and herding"
,Dogon,Tengou Kan,,Guimini Kan,Orokoro,"ɔ̀rɔ̀-kó:rò (""baobab-tree.hole"")",14.254,-3.333,,,,"Sagara (majority), Togo","village in plains, part of the village cluster of the same name; farming and herding [cluster also includes Ana-Odiou-Yowo, Gom-Togo, Djiguitere-Bomo, and the Togo Kan speaking Amadou-Badou-Ana]"
,Dogon,Tengou Kan,,Guimini Kan,Sagourou,ságúrú,14.200,-3.383,,,,,
,Dogon,Tengou Kan,,Guimini Kan,Sogou (near Koro),sɔ̀gú,14.055,-3.121,"Guimiri Kan dominant, but also Toro So (spoken by Douyon and Guindo)",,,"Sagara (majority), Douton, Guindo","village in plains; Douyon originally from Enteourou and Tagourou, Guindo originally from Ireli; farming and herding [distinct from Sogou villages near Ende]"
,Dogon,Tengou Kan,,Guimini Kan,Yawa,yàwá,14.292,-3.419,,,,Sagara,"village on ledge on high plateau at edge of cliffs, across a ravine from Dourou-Tanga (1)"
,Dogon,Tengou Kan,,Idiel Kan,Idieli Na,ìjèl ná:,14.338,-3.386,,,,Guindo,village on lower slope of cliff; Catholic church
,Dogon,Tengou Kan,,Nom So,Nombori,nɔ̂m (outsiders say nɔ́mbɔ́rù),14.324,-3.401,,,,Guindo,"village on lower slopes of cliff, near the southern edge of a cliffside valley hemmed in by a high sand dune ridge; southern limit of the line of Toro So speaking villages along the cliffs; Catholic and Protestant churches in addition to mosques; onion gardens"
,Dogon,Tengou Kan,,Tengou Kan,Anagara,ànàgàrá,13.835,-3.401,"Tengou Kan dominant, some Togo Kan",,,"Guindo (majority), Togo",village in plains; farming and herding
,Dogon,Tengou Kan,,Tengou Kan,Anakaga,ànàkágà,14.001,-3.289,"Tengou Kan), Woru Kan), plus some Fulfulde",,,"Guindo (Tengou Kan), Poudiougou (Woru Kan); Bari (Fulbe), Tamboura (Rimaibe)",village in plains; Fulfulde speakers at edge of village; Protestant church; farming and herding
,Dogon,Tengou Kan,,Tengou Kan,Anaton,ànà-tɔ̂ⁿ,14.191,-3.193,,,,Guindo,"village in plains, settled from Samani; farming and herding"
,Dogon,Tengou Kan,,Tengou Kan,Bankass,báŋkà:s,14.074,-3.517,"in Tengou Kan zone but now cosmopolitan, Bambara widely used",,Tuesday,,"large city in plains, cosmopolitan; hotel, government offices, churches, etc."
,Dogon,Tengou Kan,,Tengou Kan,Bereli,bérélì,14.269,-3.219,majority Tengou Kan plus some Toro So,,"Thursday, local","Guindo (majority), Sagara, Kassogue, and Karambe (Tengou Kan); Tagadiou, Guirou, and Dara (Toro So)",village in plains; Guindo settled from Ende;   Catholic and Protestant churches; farming and herding; extensive gardens
,Dogon,Tengou Kan,,Tengou Kan,Bougou,búgù,14.270,-3.668,,,,Guindo,village on plateau next to Bandiagara-Bankass highway; settled from Guimini & Yabatalou
,Dogon,Tengou Kan,,Tengou Kan,Ennde,,14.033,-3.533,,,,,
,Dogon,Tengou Kan,,Tengou Kan,Iribanga,"yéríⁿ-báŋá (""guest-owner"")",,,,,,,"cluster of villages in plains, see Iribanga-Kana, Iribanga-Pe, Iribanga (Fulbe)"
,Dogon,Tengou Kan,,Tengou Kan,Iribanga-Kana,"yèrìⁿ-bàŋà kàná (""... new"")",14.123,-3.442,"majority Tengou Kan, some Togo Kan",,,Guindo and Togo,"village in plains, split off from Iribanga-Pe (which is mostly Togo Kan speaking); farming and herding"
,Dogon,Tengou Kan,,Tengou Kan,Iribanga-Pe,"yèrìⁿ-bàŋà pɛ̌ⁿ (""... old"")",14.141,-3.442,"majority Togo Kan, some Tengou Kan",,,"majority Togo, some Guindo; ","one of two Iribanga villages, settled from Bagou near Bankass [see Iribanga-Kana, mostly Tengou Kan speaking], in plains; farming and herding"
,Dogon,Tengou Kan,,Tengou Kan,Samani,sǎwⁿrⁿù,14.216,-3.216,,,,"Guindo, Seguema, Amadoumou","village in plains, originally settled from Yowo-Ta; farming and herding"
,Dogon,Tengou Kan,,Tengou Kan,Sogou (near Ende),sɔ̀gú,,,,,,,pair of villages in plains; see Sogou-Durkou and Sogou-Tou
,Dogon,Tengou Kan,,Tengou Kan,Sogou-Durkou,sɔ̀gù-dúrú-kùⁿ,14.139,-3.468,,,,Guindo,"village in plains, split off from Sogou-Tou; farming and herding"
,Dogon,Tengou Kan,,Tengou Kan,Sogou-Tou,sɔ̀gù-tú:,14.153,-3.488,,,,Guindo,"village in plains at base of a small rocky hill, originally settled from Ende; farming and herding [see also Sogou-Durkou]"
,Dogon,Tengou Kan,,Tengou Kan,Sokora,,14.086,-3.487,,,,,village in plains on main road east of Bankass
,Dogon,Tengou Kan,,Tengou Kan,Topri,tùpírì,13.969,-3.324,,,,Guindo,village in plains; farming and herding
